Date,SPY,QQQ,TLT,GLD,HYG
2020-01-01,100.59605698361347,100.56390418387579,100.23810674830361,101.36278972411317,100.13683799840096
2020-01-02,100.31341792765471,101.13201290116822,100.8867712513966,101.08014277291517,100.14373457189592
2020-01-03,99.75557377532472,100.2699421373981,101.15738416810471,99.67497080344512,98.81961720825842
2020-01-06,99.082477994051,98.98653471450368,101.47211272838558,99.08380022474815,97.60945159138996
2020-01-07,100.82511933677516,100.73253383614052,101.03235644772883,98.19467958893442,98.29718049912279
2020-01-08,100.95932473691084,100.2402887726443,101.16259585759894,97.9259107586356,98.14549734289044
2020-01-09,100.23035001778588,100.48218907869335,101.45963278748835,96.97621405652204,98.16499260664813
2020-01-10,98.76196298154285,99.01731335092506,100.62564927449553,95.4032697043166,97.72283131074371
2020-01-13,99.6371518899822,100.05221486322719,100.32964642357582,95.21732046605979,97.4654941219247
2020-01-14,98.77647316923485,98.87169352931424,101.18895023683226,95.67859226490867,95.88161730006355
2020-01-15,99.1606156273249,99.07549875085304,100.63582373064659,96.0067308432441,96.74337187196261
2020-01-16,100.2687713465215,99.80768861920257,100.09571433106996,96.30619946939983,97.93288810670018
2020-01-17,99.69221680144567,99.09002657991199,99.54653349504898,95.13930443222542,98.1914119814275
2020-01-20,101.31469570100265,100.78181659766176,99.73843216600919,95.766851530612,98.62967270511943
2020-01-21,101.75407193059982,102.10142973188358,99.69581491082032,96.82439954712126,97.52044992083852
2020-01-22,102.75765504920147,103.23105126750312,99.25750764060807,96.88908235691545,97.08643710400112
2020-01-23,102.48677943230851,103.14124559056013,100.26038019935315,96.83218978411155,96.27693931500173
2020-01-24,101.86969787085505,102.99272733517735,100.67964898221902,96.42604555849215,96.15143347132597
2020-01-27,101.9883689983206,103.66889265562466,100.26832399161003,95.96893009442356,96.12369130052552
2020-01-28,100.19723096754471,101.88316457730487,100.91145375383648,95.88344842920937,94.97560431645157
2020-01-29,98.49543621779355,99.79068856079782,101.12041399740022,95.11792316057878,93.98977691474191
2020-01-30,98.973002202547,101.3427737943198,101.21737045777941,95.26927454975616,94.2050490159779
2020-01-31,96.6941236299313,98.82346833372169,101.8654408428279,96.87080439262762,92.85929363270432
2020-02-03,97.0440179019299,99.1884699730194,101.02586180450051,97.44560116668549,93.62140587688698
2020-02-04,97.96519692308804,99.70413223396197,101.60006031258388,96.89492863582262,94.20369203648585
2020-02-05,100.54025792389317,101.97520664412674,100.47994459001035,97.09204729336768,95.47870818093054
2020-02-06,98.6694087081427,99.97686482867124,100.31083298285854,97.02780922203354,94.1359804764119
2020-02-07,100.50458204349655,101.54305803415502,99.5723759462769,97.73269163867157,94.59017124272665
2020-02-10,100.77891123140488,102.56882461740557,98.5842313671676,97.4131951204382,95.12850918778682
2020-02-11,101.7244063249272,102.9055485186847,97.45748247006361,97.61758678736702,96.00588274186929
2020-02-12,102.03018116280809,103.43317199093576,96.98875781125162,97.62246878742,96.4366607979861
2020-02-13,101.15555630766642,103.54036927366946,97.60281782624585,96.68668829941112,96.21569637017589
2020-02-14,99.97242270876964,102.687685421524,98.6526900244114,96.23662222648512,95.87111615670555
