Date,SPY,QQQ,TLT,GLD,HYG
2020-01-01,0.005960569836134792,0.005639041838758019,0.002381067483036058,0.013627897241131738,0.0013683799840096872
2020-01-02,-0.0028096434833901666,0.005649230923390455,0.006471236579934507,-0.0027884685491322177,6.887149257767475e-05
2020-01-03,-0.005561012313749547,-0.008524212453010103,0.0026823429211922816,-0.013901562966990317,-0.013222168808642423
2020-01-06,-0.006747450350891673,-0.012799522923188644,0.0031112761848195378,-0.005930983214058108,-0.012246208304147597
2020-01-07,0.017587785227058648,0.01763875386356974,-0.004333764901829368,-0.00897342081951803,0.00704572043506386
2020-01-08,0.001331071076518393,-0.004886654239204677,0.0012890861348710423,-0.002737101759728326,-0.00154310790464338
2020-01-09,-0.007220479346752763,0.0024132044012533122,0.002936232778244752,-0.009698114572090506,0.00019863635404055832
2020-01-10,-0.014650123799652267,-0.014578461528351641,-0.00821985542505997,-0.016219898533970958,-0.004504266583874496
2020-01-13,0.008861598959944926,0.010451722807650492,-0.0029416242583661482,-0.0019490866385725725,-0.0026333374234800556
2020-01-14,-0.008638130500736503,-0.011799052480014964,0.008564804560643914,0.004844410623940007,-0.01625064168740372
2020-01-15,0.00388900763273754,0.002061310110748557,-0.005466273786723618,0.0034295924570765246,0.008987693326053923
2020-01-16,0.011175361429394383,0.007390221372397663,-0.005366969529878837,0.003119246156237665,0.012295583787506031
2020-01-17,-0.005750090854143479,-0.007190448443593091,-0.0054865569389370445,-0.012116510085575467,0.0026398065014244035
2020-01-20,0.016274880342849875,0.017073262326611986,0.0019277283118026563,0.00659608667660208,0.004463330497526825
2020-01-21,0.004336747266100967,0.013093762136576193,-0.000427290205624523,0.011042944396800997,-0.011246339502689506
2020-01-22,0.009862830052502686,0.011063719074119679,-0.004396446035416,0.0006680424572393359,-0.00445048004997615
2020-01-23,-0.0026360626540501433,-0.0008699482940483925,0.010103745123001565,-0.0005871928128529652,-0.008337908086298834
2020-01-24,-0.0060210845230144385,-0.0014399501822223958,0.004181799251431271,-0.004194310038065989,-0.0013035919563783112
2020-01-27,0.0011649305921764847,0.00656517540551007,-0.004085482962715096,-0.004740580840176731,-0.0002885258159851777
2020-01-28,-0.017562179377585422,-0.017225302909830154,0.006414087087765133,-0.0008907222903297539,-0.011943850350945364
2020-01-29,-0.01698444890460497,-0.020537995901367498,0.0020707287011590713,-0.007983914650251353,-0.010379796041359836
2020-01-30,0.004848610281774461,0.015553407396085517,0.0009588218298006374,0.0015911973700464932,0.0022903778294023885
2020-01-31,-0.0230252545835885,-0.02485925109678926,0.006402758559300868,0.016810559862456123,-0.014285384884682152
2020-02-03,0.0036185681080033497,0.0036934712518399953,-0.008242040002779841,0.005933643037877225,0.008207172533501325
2020-02-04,0.009492383364516563,0.005198812534187117,0.005683678395087978,-0.00565107633664162,0.006219583589297437
2020-02-05,0.026285467509719742,0.022778137267526172,-0.011024754504351421,0.0020343547419898592,0.013534672759437927
2020-02-06,-0.01860796117279359,-0.019596349752242365,-0.0016830384196749987,-0.000661620319324727,-0.014063111348073472
2020-02-07,0.018599212860210473,0.015665556308129474,-0.007361687812001613,0.007264746285521079,0.004824837049724806
2020-02-10,0.002729519215249553,0.010101789360189864,-0.00992388270058398,-0.0032690854296183415,0.005691267263685706
2020-02-11,0.009381874461327724,0.0032829068923735005,-0.01142930143571862,0.0020981928236325055,0.009223034835440189
2020-02-12,0.0030059142041505187,0.0051272597041281944,-0.004809529724472193,5.001148065272478e-05,0.004486996461196384
2020-02-13,-0.008572217016316414,0.0010363917171860308,0.006331249403041585,-0.009585708081677548,-0.0022912907392456587
